patch name,Group
Platte_20220516_Maize_049_0072.png,1
Platte_20220518_Maize_005_0022.png,1
Platte_20220518_Maize_005_0029.png,2
Platte_20220518_Maize_005_0030.png,2
Platte_20220518_Maize_005_0031.png,2
Platte_20220518_Maize_005_0032.png,2
Platte_20220518_Maize_005_0033.png,2
Platte_20220518_Maize_005_0034.png,2
Platte_20220518_Maize_005_0035.png,2
Platte_20220518_Maize_005_0036.png,2
Platte_20220518_Maize_005_0037.png,2
Platte_20220518_Maize_005_0038.png,2
Platte_20220518_Maize_005_0039.png,2
Platte_20220518_Maize_005_0040.png,2
Platte_20220518_Maize_005_0041.png,2
Platte_20220518_Maize_005_0042.png,2
Platte_20220518_Maize_005_0043.png,2
Platte_20220518_Maize_005_0044.png,2
Platte_20220518_Maize_005_0045.png,2
Platte_20220518_Maize_005_0046.png,2
Platte_20220518_Maize_005_0047.png,2
Platte_20220518_Maize_005_0048.png,2
Platte_20220518_Maize_005_0049.png,2
Platte_20220518_Maize_005_0050.png,2
Platte_20220518_Maize_005_0051.png,1
Platte_20220518_Maize_005_0052.png,2
Platte_20220518_Maize_005_0053.png,2
Platte_20220518_Maize_005_0054.png,1
Platte_20220518_Maize_005_0055.png,2
Platte_20220518_Maize_005_0056.png,2
Platte_20220518_Maize_005_0057.png,2
Platte_20220518_Maize_005_0058.png,1
Platte_20220518_Maize_005_0059.png,2
Platte_20220518_Maize_005_0060.png,2
Platte_20220518_Maize_005_0061.png,2
Platte_20220518_Maize_005_0062.png,2
Platte_20220518_Maize_005_0063.png,1
Platte_20220518_Maize_005_0064.png,2
Platte_20220518_Maize_005_0065.png,2
Platte_20220518_Maize_005_0066.png,3
Platte_20220518_Maize_005_0067.png,2
Platte_20220518_Maize_005_0068.png,1
Platte_20220518_Maize_005_0069.png,2
Platte_20220518_Maize_021_0036.png,2
Platte_20220518_Maize_021_0037.png,2
Platte_20220518_Maize_021_0038.png,2
Platte_20220518_Maize_021_0039.png,1
Platte_20220518_Maize_021_0040.png,2
Platte_20220518_Maize_021_0041.png,2
Platte_20220518_Maize_021_0042.png,2
Platte_20220518_Maize_021_0043.png,2
Platte_20220518_Maize_021_0044.png,2
Platte_20220518_Maize_021_0045.png,2
Platte_20220518_Maize_021_0046.png,2
Platte_20220518_Maize_021_0047.png,2
Platte_20220518_Maize_021_0048.png,2
Platte_20220518_Maize_021_0049.png,2
Platte_20220518_Maize_021_0050.png,2
Platte_20220518_Maize_021_0051.png,1
Platte_20220518_Maize_021_0052.png,1
Platte_20220518_Maize_021_0053.png,2
Platte_20220518_Maize_021_0054.png,1
Platte_20220518_Maize_021_0055.png,2
Platte_20220518_Maize_021_0056.png,1
Platte_20220518_Maize_021_0057.png,1
Platte_20220518_Maize_021_0058.png,2
Platte_20220518_Maize_021_0059.png,2
Platte_20220518_Maize_021_0060.png,2
Platte_20220518_Maize_021_0061.png,2
Platte_20220518_Maize_021_0062.png,2
Platte_20220518_Maize_021_0063.png,2
Platte_20220518_Maize_021_0064.png,2
Platte_20220518_Maize_021_0065.png,2
Platte_20220518_Maize_021_0066.png,2
Platte_20220518_Maize_021_0067.png,2
Platte_20220518_Maize_021_0068.png,2
Platte_20220518_Maize_021_0069.png,2
Platte_20220518_Maize_021_0070.png,2
Platte_20220518_Maize_021_0071.png,2
Platte_20220518_Maize_021_0072.png,2
Platte_20220518_Maize_021_0073.png,2
Platte_20220518_Maize_021_0074.png,2
Platte_20220518_Maize_021_0075.png,2
Platte_20220518_Maize_021_0076.png,2
Platte_20220518_Maize_021_0077.png,2
Platte_20220518_Maize_021_0078.png,2
Platte_20220518_Maize_021_0079.png,2
Platte_20220518_Maize_021_0080.png,2
Platte_20220518_Maize_021_0081.png,1
Platte_20220518_Maize_021_0082.png,2
Platte_20220520_Maize_005_0027.png,1
Platte_20220520_Maize_005_0033.png,1
Platte_20220520_Maize_005_0040.png,2
Platte_20220520_Maize_005_0041.png,2
Platte_20220520_Maize_005_0042.png,2
Platte_20220520_Maize_005_0043.png,2
Platte_20220520_Maize_005_0044.png,2
Platte_20220520_Maize_005_0045.png,2
Platte_20220520_Maize_005_0046.png,1
Platte_20220520_Maize_005_0047.png,2
Platte_20220520_Maize_005_0048.png,2
Platte_20220520_Maize_005_0049.png,2
Platte_20220520_Maize_005_0050.png,1
Platte_20220520_Maize_005_0051.png,2
Platte_20220520_Maize_005_0052.png,2
Platte_20220520_Maize_005_0053.png,2
Platte_20220520_Maize_005_0054.png,2
Platte_20220520_Maize_005_0055.png,2
Platte_20220520_Maize_005_0056.png,2
Platte_20220520_Maize_005_0057.png,2
Platte_20220520_Maize_005_0058.png,2
Platte_20220520_Maize_005_0059.png,2
Platte_20220520_Maize_005_0060.png,2
Platte_20220520_Maize_005_0061.png,2
Platte_20220520_Maize_005_0062.png,2
Platte_20220520_Maize_005_0063.png,2
Platte_20220520_Maize_005_0064.png,2
Platte_20220520_Maize_005_0065.png,2
Platte_20220520_Maize_005_0066.png,1
Platte_20220520_Maize_005_0067.png,2
Platte_20220520_Maize_005_0068.png,2
Platte_20220520_Maize_005_0069.png,2
Platte_20220520_Maize_005_0070.png,2
Platte_20220520_Maize_005_0071.png,2
Platte_20220520_Maize_005_0072.png,2
Platte_20220520_Maize_005_0073.png,2
Platte_20220520_Maize_005_0074.png,3
Platte_20220520_Maize_005_0075.png,2
Platte_20220520_Maize_005_0076.png,3
Platte_20220520_Maize_005_0077.png,2
Platte_20220520_Maize_005_0078.png,2
Platte_20220520_Maize_005_0079.png,3
Platte_20220520_Maize_048_0016.png,1
Platte_20220520_Maize_048_0021.png,1
Platte_20220520_Maize_048_0029.png,1
Platte_20220520_Maize_048_0033.png,1
Platte_20220520_Maize_048_0038.png,2
Platte_20220520_Maize_048_0039.png,2
Platte_20220520_Maize_048_0040.png,2
Platte_20220520_Maize_048_0041.png,2
Platte_20220520_Maize_048_0042.png,2
Platte_20220520_Maize_048_0043.png,2
Platte_20220520_Maize_048_0044.png,2
Platte_20220520_Maize_048_0045.png,2
Platte_20220520_Maize_048_0046.png,2
Platte_20220520_Maize_048_0047.png,2
Platte_20220520_Maize_048_0048.png,2
Platte_20220520_Maize_048_0049.png,2
Platte_20220520_Maize_048_0050.png,2
Platte_20220520_Maize_048_0051.png,2
Platte_20220520_Maize_048_0052.png,2
Platte_20220520_Maize_048_0053.png,2
Platte_20220520_Maize_048_0054.png,2
Platte_20220520_Maize_048_0055.png,2
Platte_20220520_Maize_048_0056.png,2
Platte_20220520_Maize_048_0057.png,2
Platte_20220520_Maize_048_0058.png,2
Platte_20220520_Maize_048_0059.png,1
Platte_20220520_Maize_048_0060.png,2
Platte_20220520_Maize_048_0061.png,2
Platte_20220520_Maize_048_0062.png,2
Platte_20220520_Maize_048_0063.png,2
Platte_20220520_Maize_048_0064.png,2
Platte_20220520_Maize_048_0065.png,2
Platte_20220520_Maize_048_0066.png,2
Platte_20220520_Maize_048_0067.png,2
Platte_20220520_Maize_048_0068.png,2
Platte_20220523_Maize_005_0000.png,1
Platte_20220523_Maize_005_0011.png,1
Platte_20220523_Maize_005_0015.png,1
Platte_20220523_Maize_005_0021.png,1
Platte_20220523_Maize_005_0022.png,1
Platte_20220523_Maize_005_0023.png,1
Platte_20220523_Maize_005_0024.png,1
Platte_20220523_Maize_005_0026.png,2
Platte_20220523_Maize_005_0027.png,1
Platte_20220523_Maize_005_0029.png,1
Platte_20220523_Maize_005_0039.png,1
Platte_20220523_Maize_005_0040.png,1
Platte_20220523_Maize_005_0042.png,1
Platte_20220523_Maize_005_0043.png,1
Platte_20220523_Maize_005_0044.png,2
Platte_20220523_Maize_005_0045.png,2
Platte_20220523_Maize_005_0046.png,2
Platte_20220523_Maize_005_0047.png,1
Platte_20220523_Maize_005_0048.png,2
Platte_20220523_Maize_005_0049.png,2
Platte_20220523_Maize_005_0050.png,2
Platte_20220523_Maize_005_0051.png,2
Platte_20220523_Maize_005_0052.png,2
Platte_20220523_Maize_005_0053.png,2
Platte_20220523_Maize_005_0054.png,2
Platte_20220523_Maize_005_0055.png,2
Platte_20220523_Maize_005_0056.png,2
Platte_20220523_Maize_005_0057.png,2
Platte_20220523_Maize_005_0058.png,3
Platte_20220523_Maize_005_0059.png,1
Platte_20220523_Maize_005_0060.png,3
Platte_20220523_Maize_005_0061.png,2
Platte_20220523_Maize_005_0062.png,3
Platte_20220523_Maize_005_0063.png,3
Platte_20220523_Maize_005_0064.png,2
Platte_20220523_Maize_005_0065.png,2
Platte_20220523_Maize_005_0066.png,3
Platte_20220523_Maize_005_0067.png,3
Platte_20220523_Maize_005_0068.png,3
Platte_20220523_Maize_005_0069.png,2
Platte_20220523_Maize_005_0070.png,3
Platte_20220523_Maize_005_0071.png,3
Platte_20220523_Maize_005_0072.png,3
Platte_20220523_Maize_005_0073.png,2
Platte_20220523_Maize_048_0015.png,1
Platte_20220523_Maize_048_0021.png,1
Platte_20220523_Maize_048_0022.png,1
Platte_20220523_Maize_048_0029.png,2
Platte_20220523_Maize_048_0035.png,2
Platte_20220523_Maize_048_0038.png,1
Platte_20220523_Maize_048_0042.png,1
Platte_20220523_Maize_048_0046.png,2
Platte_20220523_Maize_048_0047.png,2
Platte_20220523_Maize_048_0048.png,3
Platte_20220523_Maize_048_0049.png,3
Platte_20220523_Maize_048_0050.png,2
Platte_20220523_Maize_048_0051.png,2
Platte_20220523_Maize_048_0052.png,2
Platte_20220523_Maize_048_0053.png,3
Platte_20220523_Maize_048_0054.png,1
Platte_20220523_Maize_048_0055.png,2
Platte_20220523_Maize_048_0056.png,2
Platte_20220523_Maize_048_0057.png,2
Platte_20220523_Maize_048_0058.png,2
Platte_20220523_Maize_048_0059.png,3
Platte_20220523_Maize_048_0060.png,2
Platte_20220523_Maize_048_0061.png,3
Platte_20220523_Maize_048_0062.png,3
Platte_20220523_Maize_048_0063.png,3
Platte_20220523_Maize_048_0064.png,3
Platte_20220523_Maize_048_0065.png,3
Platte_20220523_Maize_048_0066.png,2
